sku_id,sku_name,category,unit_of_measure,date,opening_units,received_units,sold_units,spoilage_units,closing_units
1000,Apple_Gala,Fruit,lb,14-11-2024,576,0,76,22,478
1000,Apple_Gala,Fruit,lb,15-11-2024,478,0,68,14,396
1000,Apple_Gala,Fruit,lb,16-11-2024,396,0,92,12,292
1000,Apple_Gala,Fruit,lb,17-11-2024,292,0,153,8,131
1000,Apple_Gala,Fruit,lb,18-11-2024,131,0,88,4,39
1000,Apple_Gala,Fruit,lb,19-11-2024,39,0,83,0,0
1000,Apple_Gala,Fruit,lb,20-11-2024,0,0,81,0,0
1000,Apple_Gala,Fruit,lb,21-11-2024,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,22-11-2024,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,23-11-2024,0,0,98,0,0
1000,Apple_Gala,Fruit,lb,24-11-2024,0,0,123,0,0
1000,Apple_Gala,Fruit,lb,25-11-2024,0,0,89,0,0
1000,Apple_Gala,Fruit,lb,26-11-2024,0,0,130,0,0
1000,Apple_Gala,Fruit,lb,27-11-2024,0,0,114,0,0
1000,Apple_Gala,Fruit,lb,28-11-2024,0,0,108,0,0
1000,Apple_Gala,Fruit,lb,29-11-2024,0,0,126,0,0
1000,Apple_Gala,Fruit,lb,30-11-2024,0,0,138,0,0
1000,Apple_Gala,Fruit,lb,01-12-2024,0,0,128,0,0
1000,Apple_Gala,Fruit,lb,02-12-2024,0,0,80,0,0
1000,Apple_Gala,Fruit,lb,03-12-2024,0,0,110,0,0
1000,Apple_Gala,Fruit,lb,04-12-2024,0,0,84,0,0
1000,Apple_Gala,Fruit,lb,05-12-2024,0,0,122,0,0
1000,Apple_Gala,Fruit,lb,06-12-2024,0,0,92,0,0
1000,Apple_Gala,Fruit,lb,07-12-2024,0,237,128,0,109
1000,Apple_Gala,Fruit,lb,08-12-2024,109,0,94,7,8
1000,Apple_Gala,Fruit,lb,09-12-2024,8,0,98,1,0
1000,Apple_Gala,Fruit,lb,10-12-2024,0,0,50,0,0
1000,Apple_Gala,Fruit,lb,11-12-2024,0,0,77,0,0
1000,Apple_Gala,Fruit,lb,12-12-2024,0,0,102,0,0
1000,Apple_Gala,Fruit,lb,13-12-2024,0,0,80,0,0
1000,Apple_Gala,Fruit,lb,14-12-2024,0,0,103,0,0
1000,Apple_Gala,Fruit,lb,15-12-2024,0,0,115,0,0
1000,Apple_Gala,Fruit,lb,16-12-2024,0,240,99,0,141
1000,Apple_Gala,Fruit,lb,17-12-2024,141,0,106,6,29
1000,Apple_Gala,Fruit,lb,18-12-2024,29,0,73,1,0
1000,Apple_Gala,Fruit,lb,19-12-2024,0,0,106,0,0
1000,Apple_Gala,Fruit,lb,20-12-2024,0,0,87,0,0
1000,Apple_Gala,Fruit,lb,21-12-2024,0,0,127,0,0
1000,Apple_Gala,Fruit,lb,22-12-2024,0,0,136,0,0
1000,Apple_Gala,Fruit,lb,23-12-2024,0,0,74,0,0
1000,Apple_Gala,Fruit,lb,24-12-2024,0,0,73,0,0
1000,Apple_Gala,Fruit,lb,25-12-2024,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,26-12-2024,0,394,84,0,310
1000,Apple_Gala,Fruit,lb,27-12-2024,310,0,105,8,197
1000,Apple_Gala,Fruit,lb,28-12-2024,197,0,133,4,60
1000,Apple_Gala,Fruit,lb,29-12-2024,60,0,160,1,0
1000,Apple_Gala,Fruit,lb,30-12-2024,0,0,93,0,0
1000,Apple_Gala,Fruit,lb,31-12-2024,0,338,90,0,248
1000,Apple_Gala,Fruit,lb,01-01-2025,248,304,97,8,447
1000,Apple_Gala,Fruit,lb,02-01-2025,447,286,112,11,610
1000,Apple_Gala,Fruit,lb,03-01-2025,610,0,68,17,525
1000,Apple_Gala,Fruit,lb,04-01-2025,525,0,113,14,398
1000,Apple_Gala,Fruit,lb,05-01-2025,398,0,81,7,310
1000,Apple_Gala,Fruit,lb,06-01-2025,310,0,61,9,240
1000,Apple_Gala,Fruit,lb,07-01-2025,240,360,87,8,505
1000,Apple_Gala,Fruit,lb,08-01-2025,505,0,88,13,404
1000,Apple_Gala,Fruit,lb,09-01-2025,404,327,96,15,620
1000,Apple_Gala,Fruit,lb,10-01-2025,620,279,75,12,812
1000,Apple_Gala,Fruit,lb,11-01-2025,812,202,101,26,887
1000,Apple_Gala,Fruit,lb,12-01-2025,887,0,86,25,776
1000,Apple_Gala,Fruit,lb,13-01-2025,776,0,64,24,688
1000,Apple_Gala,Fruit,lb,14-01-2025,688,0,72,20,596
1000,Apple_Gala,Fruit,lb,15-01-2025,596,0,113,27,456
1000,Apple_Gala,Fruit,lb,16-01-2025,456,303,105,11,643
1000,Apple_Gala,Fruit,lb,17-01-2025,643,0,83,19,541
1000,Apple_Gala,Fruit,lb,18-01-2025,541,0,76,16,449
1000,Apple_Gala,Fruit,lb,19-01-2025,449,279,123,12,593
1000,Apple_Gala,Fruit,lb,20-01-2025,593,0,78,17,498
1000,Apple_Gala,Fruit,lb,21-01-2025,498,364,127,19,716
1000,Apple_Gala,Fruit,lb,22-01-2025,716,0,81,13,622
1000,Apple_Gala,Fruit,lb,23-01-2025,622,0,88,16,518
1000,Apple_Gala,Fruit,lb,24-01-2025,518,338,88,19,749
1000,Apple_Gala,Fruit,lb,25-01-2025,749,0,154,33,562
1000,Apple_Gala,Fruit,lb,26-01-2025,562,256,116,17,685
1000,Apple_Gala,Fruit,lb,27-01-2025,685,0,93,27,565
1000,Apple_Gala,Fruit,lb,28-01-2025,565,0,130,19,416
1000,Apple_Gala,Fruit,lb,29-01-2025,416,0,60,10,346
1000,Apple_Gala,Fruit,lb,30-01-2025,346,0,110,8,228
1000,Apple_Gala,Fruit,lb,31-01-2025,228,0,88,7,133
1000,Apple_Gala,Fruit,lb,01-02-2025,133,287,98,2,320
1000,Apple_Gala,Fruit,lb,02-02-2025,320,0,122,10,188
1000,Apple_Gala,Fruit,lb,03-02-2025,188,0,69,6,113
1000,Apple_Gala,Fruit,lb,04-02-2025,113,0,58,2,53
1000,Apple_Gala,Fruit,lb,05-02-2025,53,0,120,4,0
1000,Apple_Gala,Fruit,lb,06-02-2025,0,0,107,0,0
1000,Apple_Gala,Fruit,lb,07-02-2025,0,0,65,0,0
1000,Apple_Gala,Fruit,lb,08-02-2025,0,0,106,0,0
1000,Apple_Gala,Fruit,lb,09-02-2025,0,288,117,0,171
1000,Apple_Gala,Fruit,lb,10-02-2025,171,0,100,5,66
1000,Apple_Gala,Fruit,lb,11-02-2025,66,0,118,2,0
1000,Apple_Gala,Fruit,lb,12-02-2025,0,0,112,0,0
1000,Apple_Gala,Fruit,lb,13-02-2025,0,0,79,0,0
1000,Apple_Gala,Fruit,lb,14-02-2025,0,0,86,0,0
1000,Apple_Gala,Fruit,lb,15-02-2025,0,0,102,0,0
1000,Apple_Gala,Fruit,lb,16-02-2025,0,0,136,0,0
1000,Apple_Gala,Fruit,lb,17-02-2025,0,0,85,0,0
1000,Apple_Gala,Fruit,lb,18-02-2025,0,0,134,0,0
1000,Apple_Gala,Fruit,lb,19-02-2025,0,0,143,0,0
1000,Apple_Gala,Fruit,lb,20-02-2025,0,0,92,0,0
1000,Apple_Gala,Fruit,lb,21-02-2025,0,264,96,0,168
1000,Apple_Gala,Fruit,lb,22-02-2025,168,0,132,8,28
1000,Apple_Gala,Fruit,lb,23-02-2025,28,0,92,0,0
1000,Apple_Gala,Fruit,lb,24-02-2025,0,0,94,0,0
1000,Apple_Gala,Fruit,lb,25-02-2025,0,0,109,0,0
1000,Apple_Gala,Fruit,lb,26-02-2025,0,251,98,0,153
1000,Apple_Gala,Fruit,lb,27-02-2025,153,0,76,7,70
1000,Apple_Gala,Fruit,lb,28-02-2025,70,315,79,1,305
1000,Apple_Gala,Fruit,lb,01-03-2025,305,274,110,8,461
1000,Apple_Gala,Fruit,lb,02-03-2025,461,0,136,14,311
1000,Apple_Gala,Fruit,lb,03-03-2025,311,0,72,10,229
1000,Apple_Gala,Fruit,lb,04-03-2025,229,283,111,6,395
1000,Apple_Gala,Fruit,lb,05-03-2025,395,0,73,13,309
1000,Apple_Gala,Fruit,lb,06-03-2025,309,0,112,9,188
1000,Apple_Gala,Fruit,lb,07-03-2025,188,333,132,4,385
1000,Apple_Gala,Fruit,lb,08-03-2025,385,0,112,16,257
1000,Apple_Gala,Fruit,lb,09-03-2025,257,0,152,14,91
1000,Apple_Gala,Fruit,lb,10-03-2025,91,0,118,5,0
1000,Apple_Gala,Fruit,lb,11-03-2025,0,0,99,0,0
1000,Apple_Gala,Fruit,lb,12-03-2025,0,0,65,0,0
1000,Apple_Gala,Fruit,lb,13-03-2025,0,0,103,0,0
1000,Apple_Gala,Fruit,lb,14-03-2025,0,374,72,0,302
1000,Apple_Gala,Fruit,lb,15-03-2025,302,339,126,11,504
1000,Apple_Gala,Fruit,lb,16-03-2025,504,0,67,13,424
1000,Apple_Gala,Fruit,lb,17-03-2025,424,0,81,14,329
1000,Apple_Gala,Fruit,lb,18-03-2025,329,0,116,9,204
1000,Apple_Gala,Fruit,lb,19-03-2025,204,0,84,3,117
1000,Apple_Gala,Fruit,lb,20-03-2025,117,0,107,2,8
1000,Apple_Gala,Fruit,lb,21-03-2025,8,0,69,0,0
1000,Apple_Gala,Fruit,lb,22-03-2025,0,0,44,0,0
1000,Apple_Gala,Fruit,lb,23-03-2025,0,0,136,0,0
1000,Apple_Gala,Fruit,lb,24-03-2025,0,0,126,0,0
1000,Apple_Gala,Fruit,lb,25-03-2025,0,0,85,0,0
1000,Apple_Gala,Fruit,lb,26-03-2025,0,216,95,0,121
1000,Apple_Gala,Fruit,lb,27-03-2025,121,306,96,2,329
1000,Apple_Gala,Fruit,lb,28-03-2025,329,0,118,12,199
1000,Apple_Gala,Fruit,lb,29-03-2025,199,0,131,10,58
1000,Apple_Gala,Fruit,lb,30-03-2025,58,0,123,1,0
1000,Apple_Gala,Fruit,lb,31-03-2025,0,0,67,0,0
1000,Apple_Gala,Fruit,lb,01-04-2025,0,309,84,0,225
1000,Apple_Gala,Fruit,lb,02-04-2025,225,0,91,13,121
1000,Apple_Gala,Fruit,lb,03-04-2025,121,0,71,4,46
1000,Apple_Gala,Fruit,lb,04-04-2025,46,0,95,0,0
1000,Apple_Gala,Fruit,lb,05-04-2025,0,0,109,0,0
1000,Apple_Gala,Fruit,lb,06-04-2025,0,0,110,0,0
1000,Apple_Gala,Fruit,lb,07-04-2025,0,0,121,0,0
1000,Apple_Gala,Fruit,lb,08-04-2025,0,367,78,0,289
1000,Apple_Gala,Fruit,lb,09-04-2025,289,286,71,8,496
1000,Apple_Gala,Fruit,lb,10-04-2025,496,0,114,15,367
1000,Apple_Gala,Fruit,lb,11-04-2025,367,0,59,11,297
1000,Apple_Gala,Fruit,lb,12-04-2025,297,0,125,9,163
1000,Apple_Gala,Fruit,lb,13-04-2025,163,0,128,6,29
1000,Apple_Gala,Fruit,lb,14-04-2025,29,0,82,0,0
1000,Apple_Gala,Fruit,lb,15-04-2025,0,0,50,0,0
1000,Apple_Gala,Fruit,lb,16-04-2025,0,0,113,0,0
1000,Apple_Gala,Fruit,lb,17-04-2025,0,0,86,0,0
1000,Apple_Gala,Fruit,lb,18-04-2025,0,0,86,0,0
1000,Apple_Gala,Fruit,lb,19-04-2025,0,0,111,0,0
1000,Apple_Gala,Fruit,lb,20-04-2025,0,0,131,0,0
1000,Apple_Gala,Fruit,lb,21-04-2025,0,0,99,0,0
1000,Apple_Gala,Fruit,lb,22-04-2025,0,241,79,0,162
1000,Apple_Gala,Fruit,lb,23-04-2025,162,0,75,7,80
1000,Apple_Gala,Fruit,lb,24-04-2025,80,0,114,3,0
1000,Apple_Gala,Fruit,lb,25-04-2025,0,0,79,0,0
1000,Apple_Gala,Fruit,lb,26-04-2025,0,0,110,0,0
1000,Apple_Gala,Fruit,lb,27-04-2025,0,0,101,0,0
1000,Apple_Gala,Fruit,lb,28-04-2025,0,0,98,0,0
1000,Apple_Gala,Fruit,lb,29-04-2025,0,0,73,0,0
1000,Apple_Gala,Fruit,lb,30-04-2025,0,377,77,0,300
1000,Apple_Gala,Fruit,lb,01-05-2025,300,0,69,12,219
1000,Apple_Gala,Fruit,lb,02-05-2025,219,0,119,3,97
1000,Apple_Gala,Fruit,lb,03-05-2025,97,0,83,3,11
1000,Apple_Gala,Fruit,lb,04-05-2025,11,393,148,0,256
1000,Apple_Gala,Fruit,lb,05-05-2025,256,0,62,5,189
1000,Apple_Gala,Fruit,lb,06-05-2025,189,0,93,4,92
1000,Apple_Gala,Fruit,lb,07-05-2025,92,0,107,5,0
1000,Apple_Gala,Fruit,lb,08-05-2025,0,0,89,0,0
1000,Apple_Gala,Fruit,lb,09-05-2025,0,382,116,0,266
1000,Apple_Gala,Fruit,lb,10-05-2025,266,0,101,4,161
1000,Apple_Gala,Fruit,lb,11-05-2025,161,0,143,5,13
1000,Apple_Gala,Fruit,lb,12-05-2025,13,0,94,0,0
1000,Apple_Gala,Fruit,lb,13-05-2025,0,0,83,0,0
1000,Apple_Gala,Fruit,lb,14-05-2025,0,0,93,0,0
1000,Apple_Gala,Fruit,lb,15-05-2025,0,284,104,0,180
1000,Apple_Gala,Fruit,lb,16-05-2025,180,423,68,9,526
1000,Apple_Gala,Fruit,lb,17-05-2025,526,0,100,16,410
1000,Apple_Gala,Fruit,lb,18-05-2025,410,323,95,14,624
1000,Apple_Gala,Fruit,lb,19-05-2025,624,362,80,22,884
1000,Apple_Gala,Fruit,lb,20-05-2025,884,0,90,25,769
1000,Apple_Gala,Fruit,lb,21-05-2025,769,0,84,25,660
1000,Apple_Gala,Fruit,lb,22-05-2025,660,0,106,18,536
1000,Apple_Gala,Fruit,lb,23-05-2025,536,382,81,19,818
1000,Apple_Gala,Fruit,lb,24-05-2025,818,0,122,24,672
1000,Apple_Gala,Fruit,lb,25-05-2025,672,0,141,21,510
1000,Apple_Gala,Fruit,lb,26-05-2025,510,0,100,20,390
1000,Apple_Gala,Fruit,lb,27-05-2025,390,0,110,16,264
1000,Apple_Gala,Fruit,lb,28-05-2025,264,346,94,12,504
1000,Apple_Gala,Fruit,lb,29-05-2025,504,0,91,23,390
1000,Apple_Gala,Fruit,lb,30-05-2025,390,0,76,9,305
1000,Apple_Gala,Fruit,lb,31-05-2025,305,303,116,7,485
1000,Apple_Gala,Fruit,lb,01-06-2025,485,0,151,16,318
1000,Apple_Gala,Fruit,lb,02-06-2025,318,0,102,15,201
1000,Apple_Gala,Fruit,lb,03-06-2025,201,354,122,8,425
1000,Apple_Gala,Fruit,lb,04-06-2025,425,0,116,11,298
1000,Apple_Gala,Fruit,lb,05-06-2025,298,0,107,12,179
1000,Apple_Gala,Fruit,lb,06-06-2025,179,324,95,4,404
1000,Apple_Gala,Fruit,lb,07-06-2025,404,0,87,13,304
1000,Apple_Gala,Fruit,lb,08-06-2025,304,0,152,7,145
1000,Apple_Gala,Fruit,lb,09-06-2025,145,0,71,3,71
1000,Apple_Gala,Fruit,lb,10-06-2025,71,0,132,4,0
1000,Apple_Gala,Fruit,lb,11-06-2025,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,12-06-2025,0,300,136,0,164
1000,Apple_Gala,Fruit,lb,13-06-2025,164,0,106,5,53
1000,Apple_Gala,Fruit,lb,14-06-2025,53,376,139,1,289
1000,Apple_Gala,Fruit,lb,15-06-2025,289,0,100,8,181
1000,Apple_Gala,Fruit,lb,16-06-2025,181,291,108,7,357
1000,Apple_Gala,Fruit,lb,17-06-2025,357,0,64,10,283
1000,Apple_Gala,Fruit,lb,18-06-2025,283,0,114,6,163
1000,Apple_Gala,Fruit,lb,19-06-2025,163,341,81,8,415
1000,Apple_Gala,Fruit,lb,20-06-2025,415,0,82,11,322
1000,Apple_Gala,Fruit,lb,21-06-2025,322,0,133,10,179
1000,Apple_Gala,Fruit,lb,22-06-2025,179,0,177,9,0
1000,Apple_Gala,Fruit,lb,23-06-2025,0,358,108,0,250
1000,Apple_Gala,Fruit,lb,24-06-2025,250,349,90,6,503
1000,Apple_Gala,Fruit,lb,25-06-2025,503,0,103,7,393
1000,Apple_Gala,Fruit,lb,26-06-2025,393,0,105,9,279
1000,Apple_Gala,Fruit,lb,27-06-2025,279,0,99,16,164
1000,Apple_Gala,Fruit,lb,28-06-2025,164,251,133,4,278
1000,Apple_Gala,Fruit,lb,29-06-2025,278,326,151,8,445
1000,Apple_Gala,Fruit,lb,30-06-2025,445,0,113,8,324
1000,Apple_Gala,Fruit,lb,01-07-2025,324,0,132,13,179
1000,Apple_Gala,Fruit,lb,02-07-2025,179,295,121,2,351
1000,Apple_Gala,Fruit,lb,03-07-2025,351,347,90,12,596
1000,Apple_Gala,Fruit,lb,04-07-2025,596,0,115,15,466
1000,Apple_Gala,Fruit,lb,05-07-2025,466,289,132,22,601
1000,Apple_Gala,Fruit,lb,06-07-2025,601,0,110,20,471
1000,Apple_Gala,Fruit,lb,07-07-2025,471,0,63,17,391
1000,Apple_Gala,Fruit,lb,08-07-2025,391,0,97,21,273
1000,Apple_Gala,Fruit,lb,09-07-2025,273,0,134,9,130
1000,Apple_Gala,Fruit,lb,10-07-2025,130,348,115,6,357
1000,Apple_Gala,Fruit,lb,11-07-2025,357,0,66,9,282
1000,Apple_Gala,Fruit,lb,12-07-2025,282,178,155,10,295
1000,Apple_Gala,Fruit,lb,13-07-2025,295,330,97,8,520
1000,Apple_Gala,Fruit,lb,14-07-2025,520,0,115,19,386
1000,Apple_Gala,Fruit,lb,15-07-2025,386,0,93,12,281
1000,Apple_Gala,Fruit,lb,16-07-2025,281,0,80,5,196
1000,Apple_Gala,Fruit,lb,17-07-2025,196,0,107,7,82
1000,Apple_Gala,Fruit,lb,18-07-2025,82,0,121,3,0
1000,Apple_Gala,Fruit,lb,19-07-2025,0,0,176,0,0
1000,Apple_Gala,Fruit,lb,20-07-2025,0,0,141,0,0
1000,Apple_Gala,Fruit,lb,21-07-2025,0,0,110,0,0
1000,Apple_Gala,Fruit,lb,22-07-2025,0,0,138,0,0
1000,Apple_Gala,Fruit,lb,23-07-2025,0,0,87,0,0
1000,Apple_Gala,Fruit,lb,24-07-2025,0,0,116,0,0
1000,Apple_Gala,Fruit,lb,25-07-2025,0,0,123,0,0
1000,Apple_Gala,Fruit,lb,26-07-2025,0,192,148,0,44
1000,Apple_Gala,Fruit,lb,27-07-2025,44,0,126,3,0
1000,Apple_Gala,Fruit,lb,28-07-2025,0,0,113,0,0
1000,Apple_Gala,Fruit,lb,29-07-2025,0,272,143,0,129
1000,Apple_Gala,Fruit,lb,30-07-2025,129,0,68,1,60
1000,Apple_Gala,Fruit,lb,31-07-2025,60,255,93,3,219
1000,Apple_Gala,Fruit,lb,01-08-2025,219,0,109,6,104
1000,Apple_Gala,Fruit,lb,02-08-2025,104,0,174,4,0
1000,Apple_Gala,Fruit,lb,03-08-2025,0,0,106,0,0
1000,Apple_Gala,Fruit,lb,04-08-2025,0,287,94,0,193
1000,Apple_Gala,Fruit,lb,05-08-2025,193,0,133,3,57
1000,Apple_Gala,Fruit,lb,06-08-2025,57,0,95,1,0
1000,Apple_Gala,Fruit,lb,07-08-2025,0,304,81,0,223
1000,Apple_Gala,Fruit,lb,08-08-2025,223,322,114,8,423
1000,Apple_Gala,Fruit,lb,09-08-2025,423,307,147,14,569
1000,Apple_Gala,Fruit,lb,10-08-2025,569,0,117,16,436
1000,Apple_Gala,Fruit,lb,11-08-2025,436,351,91,10,686
1000,Apple_Gala,Fruit,lb,12-08-2025,686,0,120,23,543
1000,Apple_Gala,Fruit,lb,13-08-2025,543,0,72,17,454
1000,Apple_Gala,Fruit,lb,14-08-2025,454,0,115,17,322
1000,Apple_Gala,Fruit,lb,15-08-2025,322,0,110,11,201
1000,Apple_Gala,Fruit,lb,16-08-2025,201,0,177,2,22
1000,Apple_Gala,Fruit,lb,17-08-2025,22,0,93,0,0
1000,Apple_Gala,Fruit,lb,18-08-2025,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,19-08-2025,0,0,105,0,0
1000,Apple_Gala,Fruit,lb,20-08-2025,0,0,69,0,0
1000,Apple_Gala,Fruit,lb,21-08-2025,0,0,90,0,0
1000,Apple_Gala,Fruit,lb,22-08-2025,0,0,136,0,0
1000,Apple_Gala,Fruit,lb,23-08-2025,0,319,130,0,189
1000,Apple_Gala,Fruit,lb,24-08-2025,189,337,150,8,368
1000,Apple_Gala,Fruit,lb,25-08-2025,368,0,123,5,240
1000,Apple_Gala,Fruit,lb,26-08-2025,240,0,117,4,119
1000,Apple_Gala,Fruit,lb,27-08-2025,119,271,87,3,300
1000,Apple_Gala,Fruit,lb,28-08-2025,300,0,106,11,183
1000,Apple_Gala,Fruit,lb,29-08-2025,183,0,86,5,92
1000,Apple_Gala,Fruit,lb,30-08-2025,92,0,132,0,0
1000,Apple_Gala,Fruit,lb,31-08-2025,0,242,189,0,53
1000,Apple_Gala,Fruit,lb,01-09-2025,53,0,114,0,0
1000,Apple_Gala,Fruit,lb,02-09-2025,0,0,112,0,0
1000,Apple_Gala,Fruit,lb,03-09-2025,0,0,118,0,0
1000,Apple_Gala,Fruit,lb,04-09-2025,0,0,99,0,0
1000,Apple_Gala,Fruit,lb,05-09-2025,0,0,89,0,0
1000,Apple_Gala,Fruit,lb,06-09-2025,0,0,120,0,0
1000,Apple_Gala,Fruit,lb,07-09-2025,0,296,130,0,166
1000,Apple_Gala,Fruit,lb,08-09-2025,166,0,66,5,95
1000,Apple_Gala,Fruit,lb,09-09-2025,95,330,86,5,334
1000,Apple_Gala,Fruit,lb,10-09-2025,334,0,83,13,238
1000,Apple_Gala,Fruit,lb,11-09-2025,238,329,110,10,447
1000,Apple_Gala,Fruit,lb,12-09-2025,447,0,102,19,326
1000,Apple_Gala,Fruit,lb,13-09-2025,326,0,144,15,167
1000,Apple_Gala,Fruit,lb,14-09-2025,167,0,104,5,58
1000,Apple_Gala,Fruit,lb,15-09-2025,58,0,83,3,0
1000,Apple_Gala,Fruit,lb,16-09-2025,0,0,106,0,0
1000,Apple_Gala,Fruit,lb,17-09-2025,0,293,65,0,228
1000,Apple_Gala,Fruit,lb,18-09-2025,228,0,114,5,109
1000,Apple_Gala,Fruit,lb,19-09-2025,109,0,98,4,7
1000,Apple_Gala,Fruit,lb,20-09-2025,7,0,140,0,0
1000,Apple_Gala,Fruit,lb,21-09-2025,0,0,81,0,0
1000,Apple_Gala,Fruit,lb,22-09-2025,0,358,45,0,313
1000,Apple_Gala,Fruit,lb,23-09-2025,313,0,98,6,209
1000,Apple_Gala,Fruit,lb,24-09-2025,209,0,65,5,139
1000,Apple_Gala,Fruit,lb,25-09-2025,139,0,145,2,0
1000,Apple_Gala,Fruit,lb,26-09-2025,0,335,79,0,256
1000,Apple_Gala,Fruit,lb,27-09-2025,256,359,115,6,494
1000,Apple_Gala,Fruit,lb,28-09-2025,494,0,83,13,398
1000,Apple_Gala,Fruit,lb,29-09-2025,398,0,109,13,276
1000,Apple_Gala,Fruit,lb,30-09-2025,276,317,93,4,496
1000,Apple_Gala,Fruit,lb,01-10-2025,496,380,73,13,790
1000,Apple_Gala,Fruit,lb,02-10-2025,790,0,72,19,699
1000,Apple_Gala,Fruit,lb,03-10-2025,699,0,81,19,599
1000,Apple_Gala,Fruit,lb,04-10-2025,599,290,136,20,733
1000,Apple_Gala,Fruit,lb,05-10-2025,733,323,135,15,906
1000,Apple_Gala,Fruit,lb,06-10-2025,906,0,84,29,793
1000,Apple_Gala,Fruit,lb,07-10-2025,793,0,94,18,681
1000,Apple_Gala,Fruit,lb,08-10-2025,681,0,120,21,540
1000,Apple_Gala,Fruit,lb,09-10-2025,540,259,117,14,668
1000,Apple_Gala,Fruit,lb,10-10-2025,668,0,90,20,558
1000,Apple_Gala,Fruit,lb,11-10-2025,558,307,115,11,739
1000,Apple_Gala,Fruit,lb,12-10-2025,739,0,109,24,606
1000,Apple_Gala,Fruit,lb,13-10-2025,606,295,114,20,767
1001,Banana,Fruit,lb,14-10-2024,741,0,113,26,602
1001,Banana,Fruit,lb,15-10-2024,602,0,105,20,477
1001,Banana,Fruit,lb,16-10-2024,477,0,131,17,329
1001,Banana,Fruit,lb,17-10-2024,329,0,111,8,210
1001,Banana,Fruit,lb,18-10-2024,210,0,82,13,115
1001,Banana,Fruit,lb,19-10-2024,115,0,162,7,0
1001,Banana,Fruit,lb,20-10-2024,0,0,143,0,0
1001,Banana,Fruit,lb,21-10-2024,0,0,135,0,0
1001,Banana,Fruit,lb,22-10-2024,0,0,119,0,0
1001,Banana,Fruit,lb,23-10-2024,0,347,105,0,242
1001,Banana,Fruit,lb,24-10-2024,242,316,89,8,461
1001,Banana,Fruit,lb,25-10-2024,461,401,138,11,713
1001,Banana,Fruit,lb,26-10-2024,713,0,157,16,540
1001,Banana,Fruit,lb,27-10-2024,540,0,146,20,374
1001,Banana,Fruit,lb,28-10-2024,374,0,128,13,233
1001,Banana,Fruit,lb,29-10-2024,233,325,81,13,464
1001,Banana,Fruit,lb,30-10-2024,464,0,133,13,318
1001,Banana,Fruit,lb,31-10-2024,318,0,134,8,176
1001,Banana,Fruit,lb,01-11-2024,176,0,97,2,77
1001,Banana,Fruit,lb,02-11-2024,77,346,129,0,294
1001,Banana,Fruit,lb,03-11-2024,294,368,145,9,508
1001,Banana,Fruit,lb,04-11-2024,508,0,84,19,405
1001,Banana,Fruit,lb,05-11-2024,405,0,108,9,288
